# logU  Z  xi  lnh  NV1240 CIV1548 CIV1551     HeII1640 OIII1661 OIII1666 SiIII1883 SiIII1888 CIII1909 OII3727 NeIII3869     HeII4686 Hbeta OIII4959 OIII5007 OI6300 NII6548 Halpha NII6584 SII6717 SII6731 
-1.0 0.0001 0.1 1.0 62530.0 11410000.0 6045000.0 1126000.0 3265000.0 8028000.0 782800.0 463200.0 4416000.0 416200.0 4237000.0 42580.0 37190000.0 16000000.0 48170000.0 4035.0 1313.0        106500000.0 3876.0 15920.0 11400.0  
-1.0 0.0001 0.1 2.0 62220.0 11380000.0 6031000.0 1127000.0 3233000.0 7948000.0 1155000.0 685400.0 4306000.0 385100.0 4227000.0 42590.0 37310000.0 15970000.0 48080000.0 4060.0 1248.0        106900000.0 3682.0 14750.0 11380.0  
-1.0 0.0001 0.1 3.0 61960.0 11060000.0 5867000.0 1129000.0 3097000.0 7615000.0 1037000.0 632500.0 3978000.0 263200.0 4151000.0 42640.0 37460000.0 15690000.0 47230000.0 4137.0 995.7        106900000.0 2938.0 9367.0 10930.0  
-1.0 0.0001 0.1 4.0 63240.0 10980000.0 5829000.0 1132000.0 2976000.0 7318000.0 829400.0 645600.0 3650000.0 108200.0 4095000.0 42810.0 37530000.0 15200000.0 45740000.0 4173.0 804.2        107000000.0 2373.0 2610.0 5155.0  
-1.0 0.0001 0.3 1.0 62300.0 6201000.0 3958000.0 1085000.0 2604000.0 6407000.0 304500.0 180200.0 2983000.0 315900.0 3919000.0 41420.0 33750000.0 12370000.0 37220000.0 3203.0 1191.0        96870000.0 3515.0 14990.0 10730.0  
-1.0 0.0001 0.3 2.0 61990.0 6193000.0 3952000.0 1086000.0 2586000.0 6363000.0 458100.0 271700.0 2922000.0 294900.0 3923000.0 41430.0 33970000.0 12390000.0 37280000.0 3226.0 1142.0        97460000.0 3371.0 13920.0 10740.0  
-1.0 0.0001 0.3 3.0 61740.0 6024000.0 3851000.0 1087000.0 2474000.0 6087000.0 413600.0 252200.0 2698000.0 205300.0 3854000.0 41440.0 34170000.0 12180000.0 36650000.0 3286.0 928.7        97670000.0 2740.0 8862.0 10340.0  
-1.0 0.0001 0.3 4.0 63020.0 5945000.0 3802000.0 1089000.0 2359000.0 5805000.0 329800.0 256500.0 2458000.0 85070.0 3790000.0 41580.0 34230000.0 11760000.0 35390000.0 3309.0 756.3        97690000.0 2232.0 2468.0 4875.0  
-1.0 0.0001 0.5 1.0 62060.0 4598000.0 2928000.0 1048000.0 1876000.0 4618000.0 72870.0 43110.0 1892000.0 217100.0 3646000.0 40420.0 30840000.0 8634000.0 25990000.0 2290.0 1089.0        88660000.0 3214.0 14160.0 10140.0  
-1.0 0.0001 0.5 2.0 61760.0 4595000.0 2930000.0 1049000.0 1867000.0 4596000.0 111200.0 65930.0 1859000.0 204300.0 3657000.0 40420.0 31080000.0 8666000.0 26080000.0 2309.0 1052.0        89330000.0 3106.0 13170.0 10170.0  
