# logU  Z  xi  lnh  NV1240 CIV1548 CIV1551     HeII1640 OIII1661 OIII1666 SiIII1883 SiIII1888 CIII1909 OII3727 NeIII3869     HeII4686 Hbeta OIII4959 OIII5007 OI6300 NII6548 Halpha NII6584 SII6717 SII6731 
-1.0 0.0001 0.1 1.0 183700.0 24290000.0 12760000.0 4436000.0 6090000.0 14980000.0 1112000.0 657600.0 6398000.0 597900.0 7518000.0 221000.0 65200000.0 28430000.0 85560000.0 7748.0 1959.0        188100000.0 5780.0 28300.0 20250.0  
-1.0 0.0001 0.1 2.0 183000.0 24200000.0 12720000.0 4435000.0 6038000.0 14850000.0 1577000.0 935000.0 6235000.0 569000.0 7545000.0 220700.0 65410000.0 28380000.0 85440000.0 7785.0 1923.0        188700000.0 5675.0 26530.0 20460.0  
-1.0 0.0001 0.1 3.0 183800.0 23440000.0 12330000.0 4440000.0 5802000.0 14270000.0 1434000.0 874000.0 5749000.0 428200.0 7416000.0 220800.0 65630000.0 27890000.0 83940000.0 7886.0 1698.0        188700000.0 5010.0 16930.0 19740.0  
-1.0 0.0001 0.1 4.0 186400.0 23130000.0 12180000.0 4447000.0 5539000.0 13620000.0 1147000.0 893500.0 5239000.0 183100.0 7317000.0 221100.0 65720000.0 26840000.0 80800000.0 7925.0 1430.0        188700000.0 4221.0 4736.0 9347.0  
-1.0 0.0001 0.3 1.0 182600.0 12980000.0 8121000.0 4271000.0 4834000.0 11890000.0 436900.0 258300.0 4328000.0 466700.0 6957000.0 215500.0 59520000.0 21980000.0 66170000.0 6160.0 1827.0        172100000.0 5390.0 26760.0 19140.0  
-1.0 0.0001 0.3 2.0 182000.0 12960000.0 8102000.0 4272000.0 4805000.0 11820000.0 630900.0 374000.0 4237000.0 446300.0 7003000.0 215300.0 59870000.0 22020000.0 66280000.0 6199.0 1801.0        173000000.0 5315.0 25140.0 19390.0  
-1.0 0.0001 0.3 3.0 182700.0 12580000.0 7885000.0 4274000.0 4615000.0 11360000.0 576700.0 351500.0 3910000.0 338300.0 6892000.0 215300.0 60170000.0 21660000.0 65210000.0 6281.0 1602.0        173300000.0 4726.0 16080.0 18750.0  
-1.0 0.0001 0.3 4.0 185400.0 12370000.0 7755000.0 4279000.0 4378000.0 10770000.0 460700.0 358500.0 3542000.0 145100.0 6781000.0 215500.0 60260000.0 20800000.0 62610000.0 6303.0 1354.0        173200000.0 3995.0 4496.0 8873.0  
-1.0 0.0001 0.5 1.0 181800.0 9392000.0 5949000.0 4123000.0 3465000.0 8532000.0 105400.0 62290.0 2749000.0 328900.0 6474000.0 210400.0 54660000.0 15360000.0 46230000.0 4412.0 1711.0        158300000.0 5049.0 25390.0 18160.0  
-1.0 0.0001 0.5 2.0 181200.0 9377000.0 5948000.0 4125000.0 3451000.0 8499000.0 154300.0 91470.0 2699000.0 315700.0 6530000.0 210200.0 55060000.0 15420000.0 46400000.0 4444.0 1693.0        159400000.0 4995.0 23890.0 18430.0  
-1.0 0.0001 0.5 3.0 182000.0 9113000.0 5798000.0 4125000.0 3317000.0 8169000.0 141800.0 86440.0 2493000.0 241300.0 6435000.0 210100.0 55420000.0 15190000.0 45720000.0 4504.0 1518.0        159800000.0 4480.0 15310.0 17840.0  
-1.0 0.0001 0.5 4.0 184700.0 8909000.0 5686000.0 4127000.0 3132000.0 7712000.0 113000.0 87890.0 2248000.0 103700.0 6319000.0 210200.0 55490000.0 14560000.0 43830000.0 4515.0 1287.0        159700000.0 3797.0 4278.0 8443.0  
-1.0 0.0002 0.1 1.0 144800.0 23410000.0 12420000.0 2355000.0 7146000.0 17510000.0 1582000.0 936300.0 8722000.0 1234000.0 10170000.0 103000.0 52560000.0 38780000.0 116700000.0 11590.0 4167.0        150700000.0 12300.0 44060.0 31530.0  
-1.0 0.0002 0.1 2.0 144400.0 23320000.0 12370000.0 2355000.0 7073000.0 17330000.0 2420000.0 1435000.0 8500000.0 1164000.0 10150000.0 102800.0 52780000.0 38720000.0 116500000.0 11650.0 4036.0        151300000.0 11910.0 41010.0 31640.0  
-1.0 0.0002 0.1 3.0 144100.0 22670000.0 12030000.0 2360000.0 6799000.0 16660000.0 2206000.0 1346000.0 7890000.0 832300.0 9999000.0 102900.0 53040000.0 38110000.0 114700000.0 11850.0 3366.0        151500000.0 9934.0 26150.0 30520.0  
-1.0 0.0002 0.1 4.0 146100.0 22520000.0 11960000.0 2367000.0 6518000.0 15970000.0 1774000.0 1390000.0 7262000.0 332600.0 9888000.0 103300.0 53170000.0 36800000.0 110800000.0 11940.0 2640.0        151700000.0 7792.0 7302.0 14420.0  
-1.0 0.0002 0.3 1.0 144200.0 9924000.0 6830000.0 2166000.0 5339000.0 13100000.0 578200.0 342100.0 5502000.0 885300.0 8638000.0 96960.0 43350000.0 27460000.0 82640000.0 8683.0 3567.0        124700000.0 10520.0 39040.0 27930.0  
-1.0 0.0002 0.3 2.0 143700.0 9893000.0 6802000.0 2168000.0 5302000.0 13010000.0 902000.0 535000.0 5395000.0 841800.0 8658000.0 96800.0 43700000.0 27540000.0 82880000.0 8749.0 3484.0        125600000.0 10280.0 36460.0 28130.0  
-1.0 0.0002 0.3 3.0 143500.0 9627000.0 6611000.0 2171000.0 5084000.0 12480000.0 828500.0 505600.0 5006000.0 611300.0 8538000.0 96940.0 44050000.0 27150000.0 81730000.0 8884.0 2956.0        126200000.0 8724.0 23330.0 27230.0  
-1.0 0.0002 0.3 4.0 145500.0 9468000.0 6489000.0 2176000.0 4806000.0 11800000.0 662300.0 518100.0 4552000.0 244900.0 8398000.0 97210.0 44160000.0 26080000.0 78510000.0 8923.0 2330.0        126300000.0 6877.0 6511.0 12860.0  
-1.0 0.0002 0.5 1.0 143600.0 7448000.0 5129000.0 2013000.0 3661000.0 9002000.0 132400.0 78340.0 3317000.0 580400.0 7505000.0 91990.0 36620000.0 17870000.0 53790000.0 5917.0 3105.0        105700000.0 9164.0 35100.0 25120.0  
-1.0 0.0002 0.5 2.0 143200.0 7424000.0 5120000.0 2014000.0 3645000.0 8961000.0 208900.0 123900.0 3265000.0 554800.0 7539000.0 91850.0 36970000.0 17960000.0 54070000.0 5969.0 3049.0        106600000.0 8998.0 32850.0 25340.0  
-1.0 0.0002 0.5 3.0 142900.0 7205000.0 4985000.0 2017000.0 3500000.0 8604000.0 193300.0 118000.0 3035000.0 408300.0 7451000.0 91960.0 37350000.0 17760000.0 53440000.0 6056.0 2626.0        107300000.0 7748.0 21080.0 24590.0  
-1.0 0.0002 0.5 4.0 144900.0 7019000.0 4873000.0 2020000.0 3288000.0 8085000.0 154100.0 120400.0 2743000.0 164400.0 7313000.0 92160.0 37450000.0 17020000.0 51230000.0 6076.0 2084.0        107300000.0 6150.0 5882.0 11620.0  
-1.0 0.0005 0.1 1.0 297600.0 24340000.0 12520000.0 2777000.0 10740000.0 25890000.0 2931000.0 1737000.0 13370000.0 3682000.0 19670000.0 118800.0 49990000.0 76850000.0 231300000.0 26010.0 14710.0        142700000.0 43420.0 102100.0 73030.0  
-1.0 0.0005 0.1 2.0 295300.0 24310000.0 12490000.0 2779000.0 10670000.0 25720000.0 3822000.0 2271000.0 13120000.0 3471000.0 19710000.0 118600.0 50360000.0 77060000.0 231900000.0 26210.0 14190.0        143700000.0 41880.0 95050.0 73340.0  
-1.0 0.0005 0.1 3.0 293800.0 23990000.0 12310000.0 2786000.0 10410000.0 25100000.0 3558000.0 2178000.0 12450000.0 2469000.0 19590000.0 118900.0 50800000.0 76560000.0 230400000.0 26710.0 11590.0        144500000.0 34190.0 60860.0 71240.0  
-1.0 0.0005 0.1 4.0 296600.0 24080000.0 12350000.0 2797000.0 10150000.0 24500000.0 2927000.0 2323000.0 11680000.0 975200.0 19510000.0 119300.0 51010000.0 74680000.0 224800000.0 27010.0 8778.0        144800000.0 25910.0 17030.0 33710.0  
-1.0 0.0005 0.3 1.0 293400.0 8049000.0 5833000.0 2354000.0 7223000.0 17540000.0 987300.0 585300.0 7569000.0 2281000.0 14240000.0 106400.0 33740000.0 46150000.0 138900000.0 17360.0 10680.0        96830000.0 31510.0 79950.0 57170.0  
-1.0 0.0005 0.3 2.0 291300.0 8027000.0 5798000.0 2356000.0 7171000.0 17410000.0 1301000.0 772700.0 7444000.0 2173000.0 14300000.0 106300.0 34100000.0 46380000.0 139600000.0 17520.0 10410.0        97800000.0 30720.0 74640.0 57580.0  
-1.0 0.0005 0.3 3.0 289900.0 7900000.0 5671000.0 2362000.0 6958000.0 16890000.0 1214000.0 743100.0 7044000.0 1583000.0 14230000.0 106500.0 34560000.0 46160000.0 138900000.0 17820.0 8762.0        98710000.0 25860.0 48020.0 56170.0  
-1.0 0.0005 0.3 4.0 292700.0 7852000.0 5597000.0 2368000.0 6673000.0 16210000.0 989400.0 783400.0 6515000.0 627200.0 14090000.0 106800.0 34730000.0 44750000.0 134700000.0 17940.0 6706.0        98940000.0 19790.0 13430.0 26570.0  
