# logU  Z  xi  lnh  NV1240 CIV1548 CIV1551     HeII1640 OIII1661 OIII1666 SiIII1883 SiIII1888 CIII1909 OII3727 NeIII3869     HeII4686 Hbeta OIII4959 OIII5007 OI6300 NII6548 Halpha NII6584 SII6717 SII6731 
-1.0 0.0001 0.1 1.0 182300.0 53290000.0 27760000.0 4410000.0 5260000.0 12940000.0 989600.0 585000.0 14880000.0 542600.0 6704000.0 220200.0 64840000.0 25470000.0 76680000.0 7059.0 1908.0        186900000.0 5630.0 25740.0 18420.0  
-1.0 0.0001 0.1 2.0 181600.0 53060000.0 27640000.0 4411000.0 5215000.0 12830000.0 1404000.0 832200.0 14510000.0 516200.0 6728000.0 220000.0 65050000.0 25440000.0 76570000.0 7094.0 1873.0        187500000.0 5526.0 24130.0 18610.0  
-1.0 0.0001 0.1 3.0 182300.0 51390000.0 26780000.0 4417000.0 5012000.0 12330000.0 1277000.0 778600.0 13390000.0 388100.0 6617000.0 220200.0 65300000.0 25000000.0 75260000.0 7190.0 1652.0        187600000.0 4876.0 15410.0 17970.0  
-1.0 0.0001 0.1 4.0 185000.0 50720000.0 26440000.0 4425000.0 4787000.0 11780000.0 1022000.0 797000.0 12220000.0 166000.0 6531000.0 220600.0 65410000.0 24070000.0 72460000.0 7227.0 1392.0        187600000.0 4108.0 4311.0 8508.0  
-1.0 0.0001 0.3 1.0 181200.0 28020000.0 15090000.0 4252000.0 4267000.0 10500000.0 406400.0 240200.0 10310000.0 426800.0 6256000.0 214800.0 59280000.0 19930000.0 59990000.0 5652.0 1783.0        171300000.0 5263.0 24410.0 17470.0  
-1.0 0.0001 0.3 2.0 180500.0 27960000.0 15060000.0 4254000.0 4241000.0 10440000.0 586500.0 347700.0 10090000.0 408000.0 6298000.0 214600.0 59630000.0 19960000.0 60090000.0 5688.0 1758.0        172200000.0 5188.0 22940.0 17690.0  
-1.0 0.0001 0.3 3.0 181300.0 27160000.0 14630000.0 4258000.0 4073000.0 10020000.0 536300.0 326900.0 9314000.0 309100.0 6199000.0 214700.0 59960000.0 19640000.0 59130000.0 5764.0 1563.0        172500000.0 4612.0 14670.0 17110.0  
-1.0 0.0001 0.3 4.0 184000.0 26700000.0 14380000.0 4263000.0 3863000.0 9509000.0 428600.0 333800.0 8447000.0 132600.0 6101000.0 215000.0 60060000.0 18870000.0 56790000.0 5786.0 1321.0        172500000.0 3899.0 4104.0 8099.0  
-1.0 0.0001 0.5 1.0 180300.0 15690000.0 10290000.0 4109000.0 3130000.0 7709000.0 96370.0 56970.0 6643000.0 304200.0 5866000.0 209800.0 54510000.0 14120000.0 42510000.0 4090.0 1674.0        157800000.0 4941.0 23230.0 16620.0  
-1.0 0.0001 0.5 2.0 179700.0 15670000.0 10270000.0 4111000.0 3117000.0 7677000.0 141100.0 83630.0 6522000.0 291900.0 5916000.0 209600.0 54920000.0 14180000.0 42670000.0 4119.0 1657.0        158900000.0 4888.0 21850.0 16850.0  
-1.0 0.0001 0.5 3.0 180400.0 15240000.0 9970000.0 4113000.0 2995000.0 7377000.0 129700.0 79060.0 6027000.0 223000.0 5830000.0 209700.0 55290000.0 13970000.0 42050000.0 4175.0 1485.0        159400000.0 4383.0 14000.0 16320.0  
-1.0 0.0001 0.5 4.0 183100.0 14930000.0 9739000.0 4116000.0 2827000.0 6963000.0 103400.0 80430.0 5437000.0 95850.0 5726000.0 209800.0 55370000.0 13390000.0 40300000.0 4186.0 1259.0        159300000.0 3714.0 3914.0 7724.0  
-1.0 0.0002 0.1 1.0 143700.0 51190000.0 26020000.0 2339000.0 5979000.0 14660000.0 1390000.0 822500.0 19900000.0 1121000.0 8961000.0 102600.0 52300000.0 34360000.0 103400000.0 10520.0 4049.0        149800000.0 11950.0 39970.0 28600.0  
-1.0 0.0002 0.1 2.0 143300.0 51040000.0 25930000.0 2339000.0 5921000.0 14510000.0 2121000.0 1259000.0 19410000.0 1056000.0 8946000.0 102400.0 52520000.0 34320000.0 103300000.0 10580.0 3920.0        150400000.0 11570.0 37200.0 28700.0  
-1.0 0.0002 0.1 3.0 143000.0 49760000.0 25260000.0 2345000.0 5701000.0 13970000.0 1936000.0 1182000.0 18060000.0 754100.0 8817000.0 102600.0 52790000.0 33810000.0 101800000.0 10770.0 3265.0        150700000.0 9636.0 23730.0 27700.0  
-1.0 0.0002 0.1 4.0 145000.0 49490000.0 25090000.0 2352000.0 5473000.0 13420000.0 1557000.0 1221000.0 16640000.0 300900.0 8723000.0 103000.0 52940000.0 32660000.0 98320000.0 10850.0 2559.0        150900000.0 7551.0 6630.0 13090.0  
-1.0 0.0002 0.3 1.0 143000.0 20450000.0 11120000.0 2156000.0 4592000.0 11280000.0 532500.0 315100.0 12890000.0 810000.0 7695000.0 96710.0 43220000.0 24680000.0 74290000.0 7947.0 3473.0        124200000.0 10250.0 35550.0 25430.0  
-1.0 0.0002 0.3 2.0 142600.0 20420000.0 11090000.0 2157000.0 4559000.0 11190000.0 828800.0 491600.0 12640000.0 769800.0 7712000.0 96580.0 43570000.0 24750000.0 74500000.0 8007.0 3392.0        125200000.0 10010.0 33200.0 25610.0  
