# logU  Z  xi  lnh  NV1240 CIV1548 CIV1551     HeII1640 OIII1661 OIII1666 SiIII1883 SiIII1888 CIII1909 OII3727 NeIII3869     HeII4686 Hbeta OIII4959 OIII5007 OI6300 NII6548 Halpha NII6584 SII6717 SII6731 
-1.0 0.0001 0.1 1.0 184300.0 10190000.0 5596000.0 4449000.0 6476000.0 15920000.0 1168000.0 690400.0 2510000.0 622200.0 7884000.0 221500.0 65390000.0 29740000.0 89530000.0 8046.0 1981.0        188700000.0 5845.0 29420.0 21040.0  
-1.0 0.0001 0.1 2.0 183500.0 10150000.0 5581000.0 4448000.0 6421000.0 15790000.0 1656000.0 981400.0 2446000.0 592200.0 7912000.0 221100.0 65590000.0 29700000.0 89390000.0 8084.0 1944.0        189200000.0 5738.0 27570.0 21270.0  
-1.0 0.0001 0.1 3.0 184300.0 9852000.0 5450000.0 4451000.0 6170000.0 15170000.0 1505000.0 917100.0 2254000.0 445700.0 7775000.0 221200.0 65790000.0 29170000.0 87810000.0 8188.0 1717.0        189200000.0 5067.0 17600.0 20520.0  
-1.0 0.0001 0.1 4.0 187000.0 9734000.0 5407000.0 4458000.0 5891000.0 14490000.0 1204000.0 937000.0 2053000.0 190600.0 7670000.0 221500.0 65870000.0 28080000.0 84520000.0 8227.0 1447.0        189200000.0 4269.0 4921.0 9712.0  
-1.0 0.0001 0.3 1.0 183200.0 6880000.0 4096000.0 4281000.0 5088000.0 12520000.0 449400.0 265700.0 1679000.0 483900.0 7265000.0 215900.0 59630000.0 22870000.0 68850000.0 6377.0 1845.0        172400000.0 5443.0 27770.0 19870.0  
-1.0 0.0001 0.3 2.0 182500.0 6869000.0 4094000.0 4281000.0 5059000.0 12450000.0 649200.0 384800.0 1644000.0 462800.0 7314000.0 215600.0 59980000.0 22920000.0 68970000.0 6418.0 1819.0        173400000.0 5368.0 26100.0 20130.0  
-1.0 0.0001 0.3 3.0 183300.0 6691000.0 3998000.0 4283000.0 4859000.0 11960000.0 593200.0 361600.0 1517000.0 350800.0 7197000.0 215600.0 60270000.0 22540000.0 67860000.0 6501.0 1618.0        173600000.0 4774.0 16690.0 19450.0  
-1.0 0.0001 0.3 4.0 186000.0 6587000.0 3945000.0 4286000.0 4609000.0 11340000.0 473800.0 368600.0 1374000.0 150500.0 7080000.0 215700.0 60350000.0 21640000.0 65150000.0 6523.0 1367.0        173500000.0 4035.0 4665.0 9206.0  
-1.0 0.0001 0.5 1.0 181800.0 4770000.0 2755000.0 4079000.0 3504000.0 8628000.0 106300.0 62820.0 1027000.0 330400.0 6539000.0 209000.0 53190000.0 15420000.0 46400000.0 4465.0 1683.0        154200000.0 4968.0 25800.0 18460.0  
-1.0 0.0001 0.5 2.0 181200.0 4773000.0 2759000.0 4080000.0 3492000.0 8599000.0 155600.0 92240.0 1009000.0 317600.0 6599000.0 208800.0 53610000.0 15480000.0 46600000.0 4499.0 1668.0        155300000.0 4921.0 24290.0 18730.0  
-1.0 0.0001 0.5 3.0 182000.0 4659000.0 2700000.0 4080000.0 3359000.0 8270000.0 143200.0 87260.0 933000.0 243400.0 6507000.0 208700.0 53980000.0 15260000.0 45940000.0 4559.0 1500.0        155700000.0 4427.0 15570.0 18150.0  
