H  1 6562.80A,H  1 4861.32A,H  1 4340.46A,H  1 4101.73A,He 2 1640.41A,He 2 4685.68A,O  1 6300.30A,O  1 6363.78A,O  1 63.1679m,O  1 145.495m,O  2 3726.03A,O  2 3728.81A,O  3 1660.81A,O  3 1666.15A,O  3 4363.21A,O  3 4958.91A,O  3 5006.84A,O  3 51.8004m,O  3 88.3323m,Ne 3 3868.76A,Ne 3 3967.47A,C  2 157.636m,C  3 1906.68A,C  3 1908.73A,C  4 1548.19A,C  4 1550.78A,N  2 6548.05A,N  2 6583.45A,S  2 6716.44A,S  2 6730.82A,S  3 9068.62A,S  3 9530.62A,U,rho,metal,ssp type,age
2.7796,1.0,0.47545,0.2617,0.0048606,0.00058213,0.0074515,0.0023803,0.0020525,0.00018963,0.41653,0.4857,0.025351,0.074251,0.048867,0.96825,2.8888,0.33026,0.24966,0.17494,0.053097,0.0027878,0.38749,0.25653,0.015404,0.01111,0.043819,0.12917,0.053659,0.047338,0.12429,0.31221,-2.5,2.5,0.002,single,3.0
2.7669,1.0,0.47602,0.26258,0.0054756,0.0006196,0.0036649,0.0011707,0.00095078,8.7507e-05,0.18028,0.21095,0.042772,0.12532,0.075293,1.3214,3.9424,0.40824,0.30319,0.22756,0.069069,0.0012417,0.56431,0.37258,0.059607,0.036964,0.018605,0.054844,0.025188,0.022154,0.12543,0.31507,-2.0,2.5,0.002,single,3.0
2.755,1.0,0.47676,0.26338,0.0066709,0.00070657,0.0021224,0.00067798,0.00052643,4.8137e-05,0.086454,0.10145,0.057769,0.1694,0.095329,1.5355,4.5814,0.44344,0.31731,0.2643,0.08022,0.00061582,0.68171,0.44896,0.11879,0.081527,0.0089944,0.026514,0.013176,0.011557,0.10386,0.26088,-1.5,2.5,0.002,single,3.0
2.7431,1.0,0.47747,0.26388,0.0089751,0.00089325,0.0014467,0.00046213,0.00034907,3.1683e-05,0.050737,0.059664,0.071364,0.20958,0.11215,1.687,5.0333,0.46187,0.31386,0.29274,0.088851,0.0003639,0.73806,0.48491,0.16997,0.10964,0.0053658,0.015818,0.0084568,0.0074059,0.076922,0.19322,-1.0,2.5,0.002,single,3.0
2.7323,1.0,0.47832,0.26423,0.013259,0.0012471,0.0010977,0.00035067,0.00026111,2.353e-05,0.034874,0.041074,0.085588,0.25187,0.1288,1.8193,5.4279,0.47375,0.30447,0.31878,0.096756,0.00024994,0.75969,0.49794,0.23061,0.1379,0.0037694,0.011112,0.0063921,0.0055955,0.056275,0.14136,-0.5,2.5,0.002,single,3.0
2.8143,1.0,0.47344,0.26046,0.0026304,0.00034143,0.067391,0.021528,0.025779,0.0021908,0.8129,0.70339,8.9998e-05,0.00026356,0.00027632,0.010188,0.030398,0.0048167,0.0018807,0.017408,0.0052837,0.0083316,0.021255,0.014362,3.5689e-06,2.1191e-06,0.13714,0.40426,0.21446,0.24243,0.030787,0.077335,-4.0,3.0,0.002,single,3.0
2.8051,1.0,0.47417,0.26056,0.0039921,0.00051064,0.034993,0.011178,0.010879,0.00091789,1.0292,0.87947,0.001333,0.0039039,0.0033972,0.097208,0.29003,0.036711,0.014099,0.049879,0.015139,0.0043625,0.07828,0.052775,0.0001288,8.0379e-05,0.14145,0.41698,0.1469,0.17019,0.063607,0.15978,-3.5,3.0,0.002,single,3.0
2.7931,1.0,0.47488,0.26096,0.0044936,0.0005598,0.016347,0.005222,0.0044309,0.00037208,0.84965,0.7272,0.0094248,0.027601,0.02053,0.47537,1.4183,0.15022,0.057816,0.1099,0.033358,0.0021169,0.20797,0.13981,0.0025203,0.0017544,0.095106,0.28036,0.082431,0.096041,0.10141,0.25473,-3.0,3.0,0.002,single,3.0
2.7798,1.0,0.47549,0.26167,0.0048849,0.00058435,0.0072799,0.0023255,0.0018086,0.00015098,0.42248,0.36379,0.02635,0.077175,0.050686,0.99335,2.9637,0.2734,0.1056,0.17777,0.053957,0.00092351,0.39581,0.26534,0.016359,0.011674,0.042784,0.12612,0.039388,0.045781,0.12677,0.31844,-2.5,3.0,0.002,single,3.0
2.7665,1.0,0.4761,0.26262,0.0055434,0.00062461,0.0033507,0.0010704,0.00077514,6.3907e-05,0.16976,0.1471,0.045044,0.13196,0.078803,1.3618,4.0631,0.33724,0.12982,0.23274,0.070641,0.00038067,0.58109,0.38858,0.066063,0.040843,0.016811,0.049556,0.017368,0.020093,0.12664,0.31812,-2.0,3.0,0.002,single,3.0
2.7531,1.0,0.47697,0.26355,0.0069353,0.00072643,0.001713,0.0005472,0.00037556,3.0362e-05,0.071691,0.062434,0.062412,0.18294,0.10161,1.5963,4.7626,0.36293,0.13756,0.27351,0.083014,0.00016514,0.70788,0.47253,0.13069,0.091366,0.0071099,0.020959,0.0080698,0.0092959,0.099663,0.25035,-1.5,3.0,0.002,single,3.0
2.7389,1.0,0.47793,0.26427,0.009966,0.00097355,0.0010207,0.00032606,0.00021806,1.7276e-05,0.03686,0.032209,0.079296,0.23264,0.12197,1.7698,5.2803,0.37154,0.13703,0.3066,0.093058,8.4655e-05,0.75517,0.50355,0.19597,0.12068,0.0037061,0.010925,0.0045967,0.0052848,0.065627,0.16485,-1.0,3.0,0.002,single,3.0
2.7256,1.0,0.47919,0.26499,0.01639,0.0015064,0.00071106,0.00022714,0.0001506,1.1756e-05,0.023201,0.020322,0.09757,0.28652,0.14257,1.9217,5.7337,0.3727,0.13324,0.33711,0.10232,5.3376e-05,0.74154,0.49402,0.28455,0.16005,0.0024004,0.007076,0.0032465,0.0037321,0.041649,0.10462,-0.5,3.0,0.002,single,3.0
2.8046,1.0,0.47379,0.26188,0.0024982,0.00032384,0.089166,0.028484,0.043304,0.0042148,0.8798,1.3042,7.2107e-05,0.00021117,0.00024879,0.010946,0.032658,0.0070603,0.012122,0.018233,0.005534,0.24974,0.019114,0.013687,2.7449e-06,1.8763e-06,0.1817,0.53563,0.44594,0.31069,0.03877,0.097389,-4.0,1.0,0.003,single,3.0
2.7971,1.0,0.47445,0.26208,0.0038979,0.00050007,0.050351,0.016084,0.020468,0.0019943,1.113,1.6477,0.00095059,0.0027838,0.002755,0.095596,0.28522,0.050368,0.085717,0.050513,0.015332,0.16882,0.066268,0.047131,8.8878e-05,6.5441e-05,0.18976,0.55938,0.33014,0.23062,0.077878,0.19562,-3.5,1.0,0.003,single,3.0
2.7889,1.0,0.47496,0.26241,0.004427,0.00055722,0.029124,0.0093035,0.010631,0.0010367,1.0126,1.4982,0.0054651,0.016005,0.014032,0.41265,1.2312,0.18891,0.31985,0.10311,0.031294,0.10723,0.1526,0.10754,0.0013336,0.0011181,0.14619,0.43093,0.21533,0.15067,0.11811,0.29668,-3.0,1.0,0.003,single,3.0
2.7822,1.0,0.47526,0.26277,0.004673,0.00057424,0.019032,0.0060796,0.0065124,0.00063549,0.73763,1.0913,0.012391,0.036287,0.029541,0.78561,2.3439,0.33041,0.55767,0.1524,0.046256,0.070035,0.24305,0.16873,0.0058709,0.0059052,0.098647,0.29079,0.14212,0.099531,0.1427,0.35845,-2.5,1.0,0.003,single,3.0
2.7772,1.0,0.47556,0.26308,0.0049378,0.00059101,0.013854,0.0044254,0.0045104,0.00044043,0.5484,0.81142,0.0183,0.053592,0.041635,1.0394,3.101,0.41471,0.69741,0.18731,0.056853,0.049463,0.3152,0.2149,0.013843,0.012149,0.070791,0.20868,0.10179,0.071321,0.15258,0.38326,-2.0,1.0,0.003,single,3.0
2.7727,1.0,0.47584,0.2633,0.0053008,0.00061704,0.010623,0.0033934,0.0033169,0.00032404,0.42036,0.62194,0.023428,0.06861,0.051416,1.2228,3.6485,0.469,0.78497,0.21338,0.064764,0.036544,0.37423,0.25113,0.026175,0.020448,0.052888,0.1559,0.07692,0.053922,0.15435,0.38771,-1.5,1.0,0.003,single,3.0
2.7681,1.0,0.4761,0.26347,0.0058263,0.00065862,0.0083284,0.0026604,0.0025032,0.00024463,0.32223,0.47669,0.028499,0.083462,0.060505,1.3766,4.1073,0.50962,0.84787,0.2358,0.071571,0.027306,0.42816,0.28408,0.040761,0.030664,0.039734,0.11713,0.059342,0.04162,0.15221,0.38234,-1.0,1.0,0.003,single,3.0
2.7634,1.0,0.4764,0.26362,0.0065573,0.00071828,0.0066168,0.0021137,0.0019189,0.00018754,0.24423,0.36125,0.033857,0.099153,0.069553,1.515,4.52,0.54203,0.89545,0.25678,0.077937,0.020349,0.48107,0.31695,0.054854,0.041588,0.029678,0.087486,0.04609,0.032341,0.14717,0.36968,-0.5,1.0,0.003,single,3.0
2.8048,1.0,0.47381,0.26184,0.0025342,0.0003285,0.087909,0.028082,0.041369,0.0040158,0.89985,1.3066,7.6073e-05,0.00022278,0.00026105,0.011387,0.033975,0.0074194,0.01164,0.01879,0.0057031,0.15607,0.020309,0.013914,2.9331e-06,2.0021e-06,0.18125,0.53428,0.43884,0.31191,0.039563,0.099381,-4.0,1.5,0.003,single,3.0
2.7968,1.0,0.47449,0.26206,0.0039407,0.00050516,0.047366,0.015131,0.018366,0.0017847,1.1421,1.6547,0.0010577,0.0030974,0.0030446,0.10452,0.31183,0.055506,0.086113,0.053666,0.016288,0.098555,0.072484,0.049451,0.00010209,7.5318e-05,0.18832,0.55513,0.31723,0.22636,0.080981,0.20342,-3.5,1.5,0.003,single,3.0
2.7876,1.0,0.47506,0.26243,0.0044542,0.00055906,0.024415,0.0077992,0.008348,0.00081171,0.99504,1.4406,0.006682,0.019568,0.016915,0.48706,1.4532,0.22268,0.34306,0.11522,0.03497,0.056376,0.17662,0.12002,0.0017448,0.0014922,0.13557,0.39965,0.19114,0.13667,0.12601,0.31654,-3.0,1.5,0.003,single,3.0
2.7792,1.0,0.47542,0.26287,0.0047533,0.00057939,0.013618,0.0043501,0.0043293,0.00042116,0.61747,0.89397,0.016391,0.048002,0.037967,0.96924,2.8918,0.40076,0.61335,0.17707,0.053743,0.031243,0.29708,0.20067,0.0081495,0.007831,0.076498,0.2255,0.10881,0.077869,0.1538,0.38633,-2.5,1.5,0.003,single,3.0
2.7726,1.0,0.47582,0.26332,0.0051574,0.00060717,0.0089078,0.0028455,0.0026939,0.00026215,0.38246,0.55391,0.024977,0.073151,0.054427,1.2807,3.8212,0.49611,0.75259,0.22005,0.06679,0.018958,0.39476,0.26443,0.022221,0.017369,0.045942,0.13543,0.067668,0.048439,0.16037,0.40284,-2.0,1.5,0.003,single,3.0
2.7665,1.0,0.47624,0.26365,0.00578,0.00065564,0.0065565,0.0020944,0.0019047,0.00018536,0.25988,0.37649,0.031904,0.093445,0.066486,1.4748,4.4003,0.54612,0.81803,0.24905,0.075591,0.012778,0.46672,0.30998,0.042881,0.031647,0.030827,0.090872,0.047199,0.033792,0.15355,0.38571,-1.5,1.5,0.003,single,3.0
2.7602,1.0,0.47663,0.26387,0.0067599,0.00073899,0.0051313,0.0016392,0.001438,0.0001399,0.18662,0.27041,0.038456,0.11265,0.077062,1.6235,4.8437,0.57893,0.8528,0.27271,0.082773,0.009115,0.52621,0.34712,0.062905,0.046454,0.021985,0.064807,0.035335,0.025302,0.14204,0.35681,-1.0,1.5,0.003,single,3.0
2.7535,1.0,0.47707,0.26403,0.0082463,0.00086777,0.0041283,0.0013188,0.0011205,0.0001089,0.1378,0.1997,0.045751,0.13405,0.088103,1.7611,5.2544,0.60499,0.87316,0.29601,0.089844,0.0066807,0.5857,0.38456,0.081566,0.060682,0.016194,0.047736,0.027535,0.019721,0.12925,0.32467,-0.5,1.5,0.003,single,3.0
2.8052,1.0,0.47383,0.26179,0.0025473,0.00033014,0.087943,0.028093,0.040467,0.0038834,0.93152,1.2727,7.9089e-05,0.00023161,0.00026991,0.011657,0.034779,0.0077712,0.0096497,0.019123,0.0058043,0.07723,0.021189,0.01422,3.0606e-06,2.0818e-06,0.1824,0.53768,0.42279,0.3184,0.040102,0.10073,-4.0,2.0,0.003,single,3.0
2.797,1.0,0.47452,0.26202,0.0039564,0.00050693,0.046516,0.014859,0.017523,0.0016822,1.1824,1.6088,0.0011182,0.0032746,0.0032014,0.10883,0.32469,0.059096,0.072382,0.055187,0.01675,0.045554,0.076183,0.050969,0.00010908,8.0336e-05,0.1892,0.55773,0.30184,0.22894,0.082582,0.20744,-3.5,2.0,0.003,single,3.0
2.7871,1.0,0.47511,0.26242,0.0044662,0.00055974,0.022619,0.0072256,0.0074385,0.00071423,1.0078,1.3705,0.0073734,0.021594,0.018494,0.52461,1.5652,0.24401,0.29694,0.12113,0.036764,0.024296,0.19017,0.1269,0.0019758,0.0017019,0.13201,0.38914,0.17507,0.13311,0.12992,0.32634,-3.0,2.0,0.003,single,3.0
2.7776,1.0,0.47551,0.26291,0.0048044,0.00058274,0.011104,0.0035471,0.0033584,0.00032251,0.55916,0.76102,0.019177,0.056166,0.043519,1.0786,3.2182,0.44864,0.54025,0.19139,0.05809,0.011885,0.33314,0.22169,0.0099582,0.009149,0.065823,0.19403,0.089885,0.068359,0.15985,0.40155,-2.5,2.0,0.003,single,3.0
2.7693,1.0,0.47602,0.26352,0.0053358,0.00061997,0.0062488,0.0019961,0.0017834,0.00017117,0.28389,0.38686,0.030555,0.089513,0.064347,1.4452,4.3118,0.55702,0.6562,0.24246,0.073591,0.0060391,0.4577,0.30349,0.031321,0.0229,0.032461,0.095689,0.047544,0.03613,0.16321,0.40998,-2.0,2.0,0.003,single,3.0
2.7606,1.0,0.47661,0.26397,0.0063114,0.00069947,0.0042017,0.0013422,0.0011463,0.00010985,0.16356,0.22316,0.03998,0.11719,0.079671,1.6638,4.9642,0.60894,0.69258,0.27697,0.084064,0.0035156,0.54736,0.36143,0.060002,0.044728,0.018677,0.055056,0.029131,0.022116,0.14599,0.36672,-1.5,2.0,0.003,single,3.0
2.7517,1.0,0.47722,0.2643,0.0080536,0.00085375,0.0031901,0.0010191,0.00083972,8.029e-05,0.10885,0.14866,0.049374,0.14486,0.093654,1.8317,5.4652,0.64106,0.69758,0.3061,0.092907,0.0023315,0.61803,0.40649,0.08675,0.063659,0.012489,0.036816,0.020798,0.015779,0.12331,0.30974,-1.0,2.0,0.003,single,3.0
2.7427,1.0,0.47797,0.26456,0.011044,0.0011214,0.0025674,0.00082015,0.00065836,6.2748e-05,0.079419,0.10855,0.060368,0.17736,0.1089,1.9927,5.9455,0.66661,0.69119,0.33576,0.10191,0.0016834,0.68523,0.4492,0.11944,0.085076,0.0091894,0.027089,0.016382,0.012426,0.10296,0.25863,-0.5,2.0,0.003,single,3.0
2.8058,1.0,0.47385,0.26171,0.0025565,0.00033122,0.088758,0.028353,0.039305,0.0036438,0.99293,1.1596,8.2879e-05,0.00024271,0.0002809,0.011953,0.035663,0.0078219,0.006019,0.019477,0.0059117,0.032288,0.022116,0.014787,3.1997e-06,2.1638e-06,0.18609,0.54857,0.38096,0.3318,0.04085,0.10261,-4.0,2.5,0.003,single,3.0
2.7974,1.0,0.47454,0.26195,0.0039663,0.00050795,0.046576,0.014878,0.016819,0.0015564,1.2568,1.4555,0.0011725,0.0034337,0.0033381,0.11202,0.33423,0.059636,0.045132,0.056288,0.017085,0.017904,0.079246,0.052851,0.00011432,8.3823e-05,0.19268,0.56798,0.2683,0.23703,0.084138,0.21135,-3.5,2.5,0.003,single,3.0
2.7872,1.0,0.47515,0.26237,0.0044752,0.00056031,0.022143,0.0070735,0.0069457,0.00064206,1.0607,1.2284,0.0078731,0.023057,0.01959,0.54702,1.6321,0.24861,0.18749,0.12467,0.037839,0.0090921,0.19964,0.13283,0.0021147,0.0018186,0.13289,0.39172,0.15288,0.13553,0.13285,0.33371,-3.0,2.5,0.003,single,3.0
2.777,1.0,0.47558,0.26291,0.004833,0.00058471,0.010193,0.0032561,0.002922,0.00026973,0.55651,0.64643,0.021029,0.061598,0.047085,1.141,3.4044,0.46069,0.34465,0.19957,0.060574,0.0041447,0.3563,0.23652,0.011181,0.0099598,0.062505,0.18425,0.074669,0.066108,0.164,0.41197,-2.5,2.5,0.003,single,3.0
2.7675,1.0,0.47617,0.26362,0.0054479,0.00062806,0.0050731,0.0016206,0.0013581,0.00012487,0.24526,0.28591,0.034588,0.10137,0.071229,1.5469,4.6154,0.57231,0.41737,0.25649,0.07785,0.0018421,0.50112,0.33187,0.038635,0.027382,0.026735,0.07881,0.035143,0.031013,0.16513,0.4148,-2.0,2.5,0.003,single,3.0
2.7563,1.0,0.4769,0.26421,0.0067486,0.00073611,0.0029829,0.00095285,0.00075682,6.9111e-05,0.11871,0.13886,0.046774,0.13727,0.090193,1.797,5.3615,0.62148,0.43179,0.29721,0.09021,0.00090741,0.60877,0.40218,0.073074,0.055813,0.012954,0.038186,0.018551,0.016314,0.13841,0.34767,-1.5,2.5,0.003,single,3.0
2.7446,1.0,0.47779,0.26472,0.0094408,0.00097865,0.00207,0.00066125,0.000507,4.5942e-05,0.070547,0.082744,0.059781,0.17584,0.1085,1.9955,5.9537,0.64709,0.42282,0.3332,0.10113,0.00053479,0.68702,0.45277,0.11006,0.078246,0.0077896,0.022962,0.012115,0.010632,0.10408,0.26144,-1.0,2.5,0.003,single,3.0
2.7328,1.0,0.47899,0.26526,0.01474,0.0014587,0.0016017,0.00051166,0.00038473,3.4605e-05,0.04942,0.058084,0.075553,0.22288,0.12928,2.1913,6.538,0.664,0.4079,0.37069,0.11251,0.00037025,0.749,0.49239,0.16436,0.11155,0.005561,0.016393,0.0093829,0.0082274,0.07712,0.19372,-0.5,2.5,0.003,single,3.0
2.8068,1.0,0.47388,0.26161,0.0025689,0.00033265,0.090175,0.028806,0.036516,0.003095,1.0628,0.91673,8.8193e-05,0.00025827,0.00029637,0.012342,0.036823,0.0064541,0.0025065,0.019944,0.0060535,0.011997,0.023211,0.015705,3.3829e-06,2.2697e-06,0.18967,0.55911,0.2987,0.33954,0.042136,0.10584,-4.0,3.0,0.003,single,3.0
2.7981,1.0,0.47457,0.26186,0.0039807,0.00050948,0.047117,0.015051,0.015464,0.001302,1.3363,1.137,0.0012436,0.003642,0.0035152,0.11568,0.34514,0.04901,0.018696,0.057582,0.017477,0.0063696,0.082664,0.055828,0.00012027,8.7592e-05,0.19585,0.57734,0.20573,0.23961,0.086618,0.21758,-3.5,3.0,0.003,single,3.0
2.7877,1.0,0.47519,0.26231,0.0044898,0.00056168,0.022242,0.0071049,0.0063126,0.00052922,1.117,0.95051,0.0083528,0.024462,0.020641,0.56556,1.6874,0.2048,0.078092,0.12761,0.038733,0.0031285,0.20754,0.13985,0.0022263,0.0019047,0.13402,0.39507,0.11538,0.13521,0.13653,0.34297,-3.0,3.0,0.003,single,3.0
2.7772,1.0,0.47563,0.26288,0.0048568,0.00058673,0.010025,0.0032024,0.0025831,0.00021539,0.57091,0.48841,0.022393,0.065588,0.049743,1.182,3.5265,0.37987,0.14496,0.20493,0.062201,0.001374,0.37121,0.24958,0.012055,0.010504,0.061411,0.18103,0.055059,0.064389,0.16838,0.42295,-2.5,3.0,0.003,single,3.0
2.7672,1.0,0.47629,0.26365,0.005513,0.00063317,0.0047023,0.0015021,0.0011205,9.2343e-05,0.23492,0.20225,0.037203,0.10901,0.075756,1.6076,4.7963,0.46937,0.17781,0.2647,0.080341,0.00056962,0.52539,0.35248,0.043438,0.030335,0.024466,0.072122,0.024492,0.028496,0.16806,0.42216,-2.0,3.0,0.003,single,3.0
2.7547,1.0,0.47714,0.26435,0.0070108,0.00075828,0.0024761,0.00079098,0.00055398,4.4834e-05,0.10133,0.087748,0.051378,0.15065,0.097234,1.8782,5.6037,0.50228,0.18635,0.30933,0.093887,0.00024923,0.64263,0.43043,0.081254,0.062811,0.010523,0.03102,0.011664,0.013498,0.13491,0.33889,-1.5,3.0,0.003,single,3.0
2.7411,1.0,0.47829,0.26507,0.010457,0.0010702,0.0015191,0.00048528,0.00032809,2.6091e-05,0.053476,0.046519,0.06763,0.19851,0.11934,2.1036,6.2763,0.51175,0.18409,0.35085,0.10649,0.00012952,0.722,0.48302,0.12827,0.088126,0.0056172,0.016558,0.0068613,0.007916,0.09178,0.23055,-1.0,3.0,0.003,single,3.0
2.7269,1.0,0.48001,0.26603,0.018072,0.0017617,0.00108,0.00034501,0.0002296,1.8035e-05,0.034398,0.03002,0.087573,0.25726,0.14456,2.3243,6.9349,0.51213,0.17837,0.39372,0.1195,8.2614e-05,0.76023,0.50802,0.20452,0.13237,0.0037076,0.010929,0.0049687,0.0057286,0.059885,0.15043,-0.5,3.0,0.003,single,3.0
2.8015,1.0,0.47419,0.26263,0.00065299,7.9719e-05,0.099432,0.031763,0.052344,0.005093,0.95868,1.422,5.0377e-05,0.00014753,0.00019757,0.010346,0.030867,0.0077486,0.013372,0.015046,0.0045669,0.32295,0.016193,0.011606,1.566e-06,1.2864e-06,0.2147,0.63288,0.5325,0.37066,0.04539,0.11402,-4.0,1.0,0.004,single,3.0
2.7946,1.0,0.47486,0.26291,0.001027,0.00012522,0.05668,0.018106,0.02477,0.0024132,1.2256,1.8155,0.00066136,0.0019368,0.0021864,0.090754,0.27077,0.055702,0.095386,0.043879,0.013318,0.22128,0.05609,0.039931,5.3758e-05,4.8334e-05,0.22678,0.6685,0.39891,0.27835,0.091595,0.23008,-3.5,1.0,0.004,single,3.0
2.7879,1.0,0.4753,0.26318,0.0011995,0.00014093,0.03279,0.010475,0.01276,0.001244,1.1465,1.6973,0.0038137,0.011168,0.011317,0.40532,1.2093,0.21928,0.37409,0.094668,0.028733,0.1415,0.12655,0.089284,0.00086576,0.00090063,0.17842,0.52594,0.26048,0.18204,0.13895,0.34904,-3.0,1.0,0.004,single,3.0
2.7828,1.0,0.4755,0.26343,0.0013129,0.00014609,0.021317,0.0068095,0.0077179,0.00075296,0.85238,1.2619,0.0086676,0.025383,0.024155,0.79468,2.371,0.40023,0.68157,0.14499,0.044008,0.09212,0.19624,0.13643,0.0037831,0.0051515,0.12131,0.35761,0.17059,0.11931,0.16747,0.42069,-2.5,1.0,0.004,single,3.0
2.7788,1.0,0.4758,0.26371,0.001449,0.00015158,0.015504,0.0049526,0.0053215,0.00051945,0.64106,0.94911,0.012886,0.037738,0.034363,1.0658,3.1799,0.51123,0.86773,0.18194,0.055223,0.064728,0.25219,0.17227,0.0079068,0.0099169,0.087235,0.25715,0.12134,0.084914,0.17937,0.45056,-2.0,1.0,0.004,single,3.0
2.7747,1.0,0.4761,0.26391,0.0016311,0.00016015,0.01195,0.0038172,0.0039152,0.00038237,0.49723,0.73613,0.016709,0.048934,0.0429,1.2653,3.7752,0.58277,0.98405,0.21027,0.063819,0.047653,0.30073,0.20227,0.014069,0.01519,0.065415,0.19283,0.091441,0.064021,0.18222,0.45773,-1.5,1.0,0.004,single,3.0
2.7703,1.0,0.47639,0.26407,0.0018816,0.00017342,0.0094636,0.0030231,0.002975,0.00029061,0.38601,0.57139,0.020691,0.060597,0.051164,1.4365,4.2859,0.63646,1.0673,0.23527,0.071407,0.035515,0.34835,0.23172,0.021586,0.021575,0.049379,0.14556,0.07059,0.049447,0.18064,0.45375,-1.0,1.0,0.004,single,3.0
2.7655,1.0,0.47671,0.26422,0.002241,0.00019425,0.0076277,0.0024366,0.0023051,0.00022514,0.29641,0.43868,0.025162,0.073694,0.059833,1.5962,4.7624,0.67981,1.1304,0.25952,0.078768,0.026425,0.39903,0.26356,0.029638,0.028959,0.037091,0.10934,0.055104,0.038619,0.17597,0.44203,-0.5,1.0,0.004,single,3.0
2.8015,1.0,0.47422,0.26261,0.00065779,8.0364e-05,0.098346,0.031416,0.050188,0.00487,0.98561,1.4315,5.3726e-05,0.00015734,0.00020891,0.0108,0.032222,0.0081436,0.01282,0.015583,0.0047298,0.20041,0.017358,0.011907,1.6826e-06,1.3764e-06,0.21479,0.63316,0.52553,0.37339,0.046424,0.11661,-4.0,1.5,0.004,single,3.0
2.7943,1.0,0.47491,0.2629,0.0010377,0.00012636,0.053649,0.017138,0.022383,0.0021746,1.2642,1.8318,0.00074026,0.0021679,0.0024252,0.099284,0.29622,0.061294,0.095492,0.046899,0.014235,0.12851,0.061775,0.042202,6.1956e-05,5.5704e-05,0.22587,0.66583,0.38482,0.27444,0.095384,0.2396,-3.5,1.5,0.004,single,3.0
2.7867,1.0,0.47539,0.26321,0.0012114,0.00014132,0.027763,0.0088686,0.010118,0.00098359,1.1381,1.648,0.0046718,0.013681,0.013649,0.47796,1.426,0.25823,0.39993,0.10655,0.032339,0.074384,0.14647,0.099688,0.0011333,0.0012006,0.16699,0.49225,0.23246,0.16611,0.14806,0.37192,-3.0,1.5,0.004,single,3.0
2.7804,1.0,0.47563,0.26352,0.0013529,0.00014749,0.015422,0.0049264,0.0051767,0.00050342,0.73023,1.0574,0.011555,0.033841,0.031211,0.98384,2.9354,0.48735,0.7499,0.17036,0.051708,0.041238,0.23927,0.16193,0.004993,0.0066606,0.095727,0.28219,0.13147,0.094021,0.18024,0.45275,-2.5,1.5,0.004,single,3.0
2.7752,1.0,0.47606,0.26392,0.001556,0.00015641,0.010053,0.0032115,0.0031945,0.00031073,0.45938,0.6654,0.017823,0.0522,0.045359,1.322,3.9444,0.6158,0.93762,0.21644,0.065693,0.024817,0.31573,0.21197,0.011844,0.01294,0.057579,0.16973,0.081072,0.057994,0.18905,0.47488,-2.0,1.5,0.004,single,3.0
2.7692,1.0,0.47651,0.26422,0.0018621,0.00017241,0.0074582,0.0023825,0.0022647,0.00022028,0.31498,0.45637,0.023193,0.067938,0.056249,1.5392,4.5923,0.68384,1.0248,0.24866,0.075473,0.016582,0.37826,0.25185,0.022374,0.021392,0.038603,0.1138,0.056325,0.040297,0.18295,0.45955,-1.5,1.5,0.004,single,3.0
2.7627,1.0,0.47698,0.26446,0.0023258,0.00019966,0.0059347,0.0018958,0.0017306,0.00016823,0.22865,0.33136,0.02878,0.084324,0.066622,1.7151,5.1171,0.72899,1.0701,0.27657,0.083944,0.011776,0.43912,0.2904,0.033329,0.031176,0.027608,0.081384,0.042368,0.030317,0.17118,0.42998,-1.0,1.5,0.004,single,3.0
2.7556,1.0,0.47753,0.26467,0.003046,0.00024449,0.0048765,0.0015578,0.0013713,0.00013311,0.1711,0.24798,0.035405,0.10378,0.078073,1.885,5.6241,0.7652,1.0958,0.30512,0.09261,0.0086307,0.50658,0.33341,0.045963,0.042484,0.020476,0.060361,0.033406,0.02391,0.1577,0.39613,-0.5,1.5,0.004,single,3.0
2.8017,1.0,0.47426,0.26258,0.00066063,8.07e-05,0.098968,0.031615,0.049228,0.004721,1.0293,1.4055,5.6954e-05,0.00016679,0.00021917,0.01114,0.033237,0.0085477,0.010611,0.016003,0.0048573,0.098156,0.01841,0.012372,1.7752e-06,1.4401e-06,0.21728,0.64052,0.50828,0.3832,0.047286,0.11878,-4.0,2.0,0.004,single,3.0
2.7943,1.0,0.47494,0.26287,0.001042,0.00012678,0.052957,0.016917,0.021441,0.0020571,1.3171,1.7904,0.00079194,0.0023192,0.0025723,0.1038,0.3097,0.065314,0.079981,0.048538,0.014732,0.058925,0.065613,0.043968,6.653e-05,5.9546e-05,0.22778,0.67146,0.36721,0.2788,0.097552,0.24505,-3.5,2.0,0.004,single,3.0
2.7863,1.0,0.47545,0.26321,0.0012168,0.00014145,0.025903,0.0082744,0.0090644,0.00086997,1.1638,1.5807,0.0052149,0.015272,0.015048,0.51685,1.542,0.28334,0.34474,0.11285,0.034253,0.031914,0.15905,0.10634,0.0012865,0.0013697,0.16368,0.4825,0.21373,0.16268,0.15296,0.38422,-3.0,2.0,0.004,single,3.0
2.779,1.0,0.47572,0.26357,0.0013774,0.0001484,0.012718,0.0040628,0.0040574,0.0003894,0.67448,0.91681,0.013688,0.040092,0.036108,1.1005,3.2835,0.54735,0.65769,0.18572,0.056369,0.015727,0.26968,0.17986,0.0059145,0.0075971,0.08362,0.2465,0.10941,0.083291,0.18763,0.4713,-2.5,2.0,0.004,single,3.0
